TYPECOM;COM;REG;NCC
COM;01001;84;ABERGEMENT CLEMENCIAT
COM;01002;84;ABERGEMENT DE VAREY
COM;01004;84;AMBERIEU EN BUGEY
COM;01005;84;AMBERIEUX EN DOMBES
COM;01006;84;AMBLEON
COM;01007;84;AMBRONAY
COM;01008;84;AMBUTRIX
COM;01009;84;ANDERT ET CONDON
COM;01010;84;ANGLEFORT
COM;01011;84;APREMONT
COM;01012;84;ARANC
COM;01013;84;ARANDAS
COM;01014;84;ARBENT
COM;01015;84;ARBOYS EN BUGEY
COM;01016;84;ARBIGNY
COM;01017;84;ARGIS
COM;01019;84;ARMIX
COM;01021;84;ARS SUR FORMANS
COM;01022;84;ARTEMARE
COM;01023;84;ASNIERES SUR SAONE
COM;01024;84;ATTIGNAT
COM;01025;84;BAGE DOMMARTIN
COM;01026;84;BAGE LE CHATEL
COM;01027;84;BALAN
COM;01028;84;BANEINS
COM;01029;84;BEAUPONT
COM;01030;84;BEAUREGARD
COM;01031;84;BELLIGNAT
COM;01032;84;BELIGNEUX
COM;01033;84;VALSERHONE
COM;01034;84;BELLEY
COM;01035;84;BELLEYDOUX
COM;01036;84;VALROMEY SUR SERAN
COM;01037;84;BENONCES
COM;01038;84;BENY
COM;01040;84;BEREZIAT
COM;01041;84;BETTANT
COM;01042;84;BEY
COM;01043;84;BEYNOST
COM;01044;84;BILLIAT
COM;01045;84;BIRIEUX
COM;01046;84;BIZIAT
COM;01047;84;BLYES
COM;01049;84;BOISSE
COM;01050;84;BOISSEY
COM;01051;84;BOLOZON
COM;01052;84;BOULIGNEUX
COM;01053;84;BOURG EN BRESSE
COM;01054;84;BOURG SAINT CHRISTOPHE
COM;01056;84;BOYEUX SAINT JEROME
COM;01057;84;BOZ
COM;01058;84;BREGNIER CORDON
COM;01060;84;BRENOD
COM;01061;84;BRENS
COM;01062;84;BRESSOLLES
COM;01063;84;BRION
COM;01064;84;BRIORD
COM;01065;84;BUELLAS
COM;01066;84;BURBANCHE
COM;01067;84;CEIGNES
COM;01068;84;CERDON
COM;01069;84;CERTINES
COM;01071;84;CESSY
COM;01072;84;CEYZERIAT
COM;01073;84;CEYZERIEU
COM;01074;84;CHALAMONT
COM;01075;84;CHALEINS
COM;01076;84;CHALEY
COM;01077;84;CHALLES LA MONTAGNE
COM;01078;84;CHALLEX
COM;01079;84;CHAMPAGNE EN VALROMEY
COM;01080;84;CHAMPDOR CORCELLES
COM;01081;84;CHAMPFROMIER
COM;01082;84;CHANAY
COM;01083;84;CHANEINS
COM;01084;84;CHANOZ CHATENAY
COM;01085;84;CHAPELLE DU CHATELARD
COM;01087;84;CHARIX
COM;01088;84;CHARNOZ SUR AIN
COM;01089;84;CHATEAU GAILLARD
COM;01090;84;CHATENAY
COM;01092;84;CHATILLON LA PALUD
COM;01093;84;CHATILLON SUR CHALARONNE
COM;01094;84;CHAVANNES SUR REYSSOUZE
COM;01095;84;NIVIGNE ET SURAN
COM;01096;84;CHAVEYRIAT
COM;01098;84;CHAZEY BONS
COM;01099;84;CHAZEY SUR AIN
COM;01100;84;CHEIGNIEU LA BALME
COM;01101;84;CHEVILLARD
COM;01102;84;CHEVROUX
COM;01103;84;CHEVRY
COM;01104;84;CHEZERY FORENS
COM;01105;84;CIVRIEUX
COM;01106;84;CIZE
COM;01107;84;CLEYZIEU
COM;01108;84;COLIGNY
COM;01109;84;COLLONGES
COM;01110;84;COLOMIEU
COM;01111;84;CONAND
COM;01112;84;CONDAMINE
COM;01113;84;CONDEISSIAT
COM;01114;84;CONFORT
COM;01115;84;CONFRANCON
COM;01116;84;CONTREVOZ
COM;01117;84;CONZIEU
COM;01118;84;CORBONOD
COM;01121;84;CORLIER
COM;01123;84;CORMORANCHE SUR SAONE
COM;01124;84;CORMOZ
COM;01125;84;CORVEISSIAT
COM;01127;84;COURMANGOUX
COM;01128;84;COURTES
COM;01129;84;CRANS
COM;01130;84;BRESSE VALLONS
COM;01133;84;CRESSIN ROCHEFORT
COM;01134;84;CROTTET
COM;01135;84;CROZET
COM;01136;84;CRUZILLES LES MEPILLAT
COM;01138;84;CULOZ BEON
COM;01139;84;CURCIAT DONGALON
COM;01140;84;CURTAFOND
COM;01141;84;CUZIEU
COM;01142;84;DAGNEUX
COM;01143;84;DIVONNE LES BAINS
COM;01145;84;DOMPIERRE SUR VEYLE
COM;01146;84;DOMPIERRE SUR CHALARONNE
COM;01147;84;DOMSURE
COM;01148;84;DORTAN
COM;01149;84;DOUVRES
COM;01150;84;DROM
COM;01151;84;DRUILLAT
COM;01152;84;ECHALLON
COM;01153;84;ECHENEVEX
COM;01155;84;EVOSGES
COM;01156;84;FARAMANS
COM;01157;84;FAREINS
COM;01158;84;FARGES
COM;01159;84;FEILLENS
COM;01160;84;FERNEY VOLTAIRE
COM;01162;84;FLAXIEU
COM;01163;84;FOISSIAT
COM;01165;84;FRANCHELEINS
COM;01166;84;FRANS
COM;01167;84;GARNERANS
COM;01169;84;GENOUILLEUX
COM;01170;84;BEARD GEOVREISSIAT
COM;01171;84;GEOVREISSET
COM;01173;84;GEX
COM;01174;84;GIRON
COM;01175;84;GORREVOD
COM;01177;84;GRAND CORENT
COM;01179;84;GRIEGES
COM;01180;84;GRILLY
COM;01181;84;GROISSIAT
COM;01183;84;GUEREINS
COM;01184;84;HAUTECOURT ROMANECHE
COM;01185;84;PLATEAU D HAUTEVILLE
COM;01187;84;HAUT VALROMEY
COM;01188;84;ILLIAT
COM;01189;84;INJOUX GENISSIAT
COM;01190;84;INNIMOND
COM;01191;84;IZENAVE
COM;01192;84;IZERNORE
COM;01193;84;IZIEU
COM;01194;84;JASSANS RIOTTIER
COM;01195;84;JASSERON
COM;01196;84;JAYAT
COM;01197;84;JOURNANS
COM;01198;84;JOYEUX
COM;01199;84;JUJURIEUX
COM;01200;84;LABALME
COM;01202;84;LAGNIEU
COM;01203;84;LAIZ
COM;01204;84;POIZAT LALLEYRIAT
COM;01206;84;LANTENAY
COM;01207;84;LAPEYROUSE
COM;01208;84;LAVOURS
COM;01209;84;LEAZ
COM;01210;84;LELEX
COM;01211;84;LENT
COM;01212;84;LESCHEROUX
COM;01213;84;LEYMENT
COM;01214;84;LEYSSARD
COM;01215;84;SURJOUX LHOPITAL
COM;01216;84;LHUIS
COM;01219;84;LOMPNAS
COM;01224;84;LOYETTES
COM;01225;84;LURCY
COM;01227;84;MAGNIEU
COM;01228;84;MAILLAT
COM;01229;84;MALAFRETAZ
COM;01230;84;MANTENAY MONTLIN
COM;01231;84;MANZIAT
COM;01232;84;MARBOZ
COM;01233;84;MARCHAMP
COM;01234;84;MARIGNIEU
COM;01235;84;MARLIEUX
COM;01236;84;MARSONNAS
COM;01237;84;MARTIGNAT
COM;01238;84;MASSIEUX
COM;01239;84;MASSIGNIEU DE RIVES
COM;01240;84;MATAFELON GRANGES
COM;01241;84;MEILLONNAS
COM;01242;84;MERIGNAT
COM;01243;84;MESSIMY SUR SAONE
COM;01244;84;MEXIMIEUX
COM;01245;84;BOHAS MEYRIAT RIGNAT
COM;01246;84;MEZERIAT
COM;01247;84;MIJOUX
COM;01248;84;MIONNAY
COM;01249;84;MIRIBEL
COM;01250;84;MISERIEUX
COM;01252;84;MOGNENEINS
COM;01254;84;MONTAGNAT
COM;01255;84;MONTAGNIEU
COM;01257;84;MONTANGES
COM;01258;84;MONTCEAUX
COM;01259;84;MONTCET
COM;01260;84;MONTELLIER
COM;01261;84;MONTHIEUX
COM;01262;84;MONTLUEL
COM;01263;84;MONTMERLE SUR SAONE
COM;01264;84;MONTRACOL
COM;01265;84;MONTREAL LA CLUSE
COM;01266;84;MONTREVEL EN BRESSE
COM;01267;84;NURIEUX VOLOGNAT
COM;01268;84;MURS ET GELIGNIEUX
COM;01269;84;NANTUA
COM;01272;84;NEUVILLE LES DAMES
COM;01273;84;NEUVILLE SUR AIN
COM;01274;84;NEYROLLES
COM;01275;84;NEYRON
COM;01276;84;NIEVROZ
COM;01277;84;NIVOLLET MONTGRIFFON
COM;01279;84;ONCIEU
COM;01280;84;ORDONNAZ
COM;01281;84;ORNEX
COM;01282;84;OUTRIAZ
COM;01283;84;OYONNAX
COM;01284;84;OZAN
COM;01285;84;PARCIEUX
COM;01286;84;PARVES ET NATTAGES
COM;01288;84;PERON
COM;01289;84;PERONNAS
COM;01290;84;PEROUGES
COM;01291;84;PERREX
COM;01293;84;PEYRIAT
COM;01294;84;PEYRIEU
COM;01295;84;PEYZIEUX SUR SAONE
COM;01296;84;PIRAJOUX
COM;01297;84;PIZAY
COM;01298;84;PLAGNE
COM;01299;84;PLANTAY
COM;01301;84;POLLIAT
COM;01302;84;POLLIEU
COM;01303;84;PONCIN
COM;01304;84;PONT D AIN
COM;01305;84;PONT DE VAUX
COM;01306;84;PONT DE VEYLE
COM;01307;84;PORT
COM;01308;84;POUGNY
COM;01309;84;POUILLAT
COM;01310;84;PREMEYZEL
COM;01311;84;PREMILLIEU
COM;01313;84;PREVESSIN MOENS
COM;01314;84;PRIAY
COM;01317;84;RAMASSE
COM;01318;84;RANCE
COM;01319;84;RELEVANT
COM;01320;84;REPLONGES
COM;01321;84;REVONNAS
COM;01322;84;REYRIEUX
COM;01323;84;REYSSOUZE
COM;01325;84;RIGNIEUX LE FRANC
COM;01328;84;ROMANS
COM;01329;84;ROSSILLON
COM;01331;84;SAINT ALBAN
COM;01332;84;SAINT ANDRE DE BAGE
COM;01333;84;SAINT ANDRE DE CORCY
COM;01334;84;SAINT ANDRE D HUIRIAT
COM;01335;84;SAINT ANDRE LE BOUCHOUX
COM;01336;84;SAINT ANDRE SUR VIEUX JONC
COM;01337;84;SAINT BENIGNE
COM;01338;84;GROSLEE SAINT BENOIT
COM;01339;84;SAINT BERNARD
COM;01342;84;SAINTE CROIX
COM;01343;84;SAINT CYR SUR MENTHON
COM;01344;84;SAINT DENIS LES BOURG
COM;01345;84;SAINT DENIS EN BUGEY
COM;01346;84;SAINT DIDIER D AUSSIAT
COM;01347;84;SAINT DIDIER DE FORMANS
COM;01348;84;SAINT DIDIER SUR CHALARONNE
COM;01349;84;SAINT ELOI
COM;01350;84;SAINT ETIENNE DU BOIS
COM;01351;84;SAINT ETIENNE SUR CHALARONNE
COM;01352;84;SAINT ETIENNE SUR REYSSOUZE
COM;01353;84;SAINTE EUPHEMIE
COM;01354;84;SAINT GENIS POUILLY
COM;01355;84;SAINT GENIS SUR MENTHON
COM;01356;84;SAINT GEORGES SUR RENON
COM;01357;84;SAINT GERMAIN DE JOUX
COM;01358;84;SAINT GERMAIN LES PAROISSES
COM;01359;84;SAINT GERMAIN SUR RENON
COM;01360;84;SAINT JEAN DE GONVILLE
COM;01361;84;SAINT JEAN DE NIOST
COM;01362;84;SAINT JEAN DE THURIGNEUX
COM;01363;84;SAINT JEAN LE VIEUX
COM;01364;84;SAINT JEAN SUR REYSSOUZE
COM;01365;84;SAINT JEAN SUR VEYLE
COM;01366;84;SAINTE JULIE
COM;01367;84;SAINT JULIEN SUR REYSSOUZE
COM;01368;84;SAINT JULIEN SUR VEYLE
COM;01369;84;SAINT JUST
COM;01370;84;SAINT LAURENT SUR SAONE
COM;01371;84;SAINT MARCEL
COM;01372;84;SAINT MARTIN DE BAVEL
COM;01373;84;SAINT MARTIN DU FRENE
COM;01374;84;SAINT MARTIN DU MONT
COM;01375;84;SAINT MARTIN LE CHATEL
COM;01376;84;SAINT MAURICE DE BEYNOST
COM;01378;84;SAINT MAURICE DE GOURDANS
COM;01379;84;SAINT MAURICE DE REMENS
COM;01380;84;SAINT NIZIER LE BOUCHOUX
COM;01381;84;SAINT NIZIER LE DESERT
COM;01382;84;SAINTE OLIVE
COM;01383;84;SAINT PAUL DE VARAX
COM;01384;84;SAINT RAMBERT EN BUGEY
COM;01385;84;SAINT REMY
COM;01386;84;SAINT SORLIN EN BUGEY
COM;01387;84;SAINT SULPICE
COM;01388;84;SAINT TRIVIER DE COURTES
COM;01389;84;SAINT TRIVIER SUR MOIGNANS
COM;01390;84;SAINT VULBAS
COM;01391;84;SALAVRE
COM;01392;84;SAMOGNAT
COM;01393;84;SANDRANS
COM;01396;84;SAULT BRENAZ
COM;01397;84;SAUVERNY
COM;01398;84;SAVIGNEUX
COM;01399;84;SEGNY
COM;01400;84;SEILLONNAZ
COM;01401;84;SERGY
COM;01402;84;SERMOYER
COM;01403;84;SERRIERES DE BRIORD
COM;01404;84;SERRIERES SUR AIN
COM;01405;84;SERVAS
COM;01406;84;SERVIGNAT
COM;01407;84;SEYSSEL
COM;01408;84;SIMANDRE SUR SURAN
COM;01410;84;SONTHONNAX LA MONTAGNE
COM;01411;84;SOUCLIN
COM;01412;84;SULIGNAT
COM;01415;84;TALISSIEU
COM;01416;84;TENAY
COM;01418;84;THIL
COM;01419;84;THOIRY
COM;01420;84;THOISSEY
COM;01421;84;TORCIEU
COM;01422;84;TOSSIAT
COM;01423;84;TOUSSIEUX
COM;01424;84;TRAMOYES
COM;01425;84;TRANCLIERE
COM;01426;84;VAL REVERMONT
COM;01427;84;TREVOUX
COM;01428;84;VALEINS
COM;01429;84;VANDEINS
COM;01430;84;VARAMBON
COM;01431;84;VAUX EN BUGEY
COM;01432;84;VERJON
COM;01433;84;VERNOUX
COM;01434;84;VERSAILLEUX
COM;01435;84;VERSONNEX
COM;01436;84;VESANCY
COM;01437;84;VESCOURS
COM;01439;84;VESINES
COM;01441;84;VIEU D IZENAVE
COM;01443;84;VILLARS LES DOMBES
COM;01444;84;VILLEBOIS
COM;01445;84;VILLEMOTIER
COM;01446;84;VILLENEUVE
COM;01447;84;VILLEREVERSURE
COM;01448;84;VILLES
COM;01449;84;VILLETTE SUR AIN
COM;01450;84;VILLIEU LOYES MOLLON
COM;01451;84;VIRIAT
COM;01452;84;VIRIEU LE GRAND
COM;01453;84;ARVIERE EN VALROMEY
COM;01454;84;VIRIGNIN
COM;01456;84;VONGNES
COM;01457;84;VONNAS
COM;02001;32;ABBECOURT
COM;02002;32;ACHERY
COM;02003;32;ACY
COM;02004;32;AGNICOURT ET SECHELLES
COM;02005;32;AGUILCOURT
COM;02006;32;AISONVILLE ET BERNOVILLE
COM;02007;32;AIZELLES
COM;02008;32;AIZY JOUY
COM;02009;32;ALAINCOURT
COM;02010;32;ALLEMANT
COM;02011;32;AMBLENY
COM;02012;32;AMBRIEF
COM;02013;32;AMIFONTAINE
COM;02014;32;AMIGNY ROUY
COM;02015;32;ANCIENVILLE
COM;02016;32;ANDELAIN
COM;02017;32;ANGUILCOURT LE SART
COM;02018;32;ANIZY LE GRAND
COM;02019;32;ANNOIS
COM;02020;32;ANY MARTIN RIEUX
COM;02021;32;ARCHON
COM;02022;32;ARCY SAINTE RESTITUE
COM;02023;32;ARMENTIERES SUR OURCQ
COM;02024;32;ARRANCY
COM;02025;32;ARTEMPS
COM;02027;32;ASSIS SUR SERRE
COM;02028;32;ATHIES SOUS LAON
COM;02029;32;ATTILLY
COM;02030;32;AUBENCHEUL AUX BOIS
COM;02031;32;AUBENTON
COM;02032;32;AUBIGNY AUX KAISNES
COM;02033;32;AUBIGNY EN LAONNOIS
COM;02034;32;AUDIGNICOURT
COM;02035;32;AUDIGNY
COM;02036;32;AUGY
COM;02037;32;AULNOIS SOUS LAON
COM;02038;32;AUTELS
COM;02039;32;AUTREMENCOURT
COM;02040;32;AUTREPPES
COM;02041;32;AUTREVILLE
COM;02042;32;AZY SUR MARNE
COM;02043;32;BAGNEUX
COM;02044;32;BANCIGNY
COM;02046;32;BARENTON BUGNY
COM;02047;32;BARENTON CEL
COM;02048;32;BARENTON SUR SERRE
COM;02049;32;BARISIS AUX BOIS
COM;02050;32;BARZY EN THIERACHE
COM;02051;32;BARZY SUR MARNE
COM;02052;32;BASSOLES AULERS
COM;02053;32;VALLEES EN CHAMPAGNE
COM;02054;32;BAZOCHES ET SAINT THIBAUT
COM;02055;32;BEAUME
COM;02056;32;BEAUMONT EN BEINE
COM;02057;32;BEAUREVOIR
COM;02058;32;BEAURIEUX
COM;02059;32;BEAUTOR
COM;02060;32;BEAUVOIS EN VERMANDOIS
COM;02061;32;BECQUIGNY
COM;02062;32;BELLEAU
COM;02063;32;BELLENGLISE
COM;02064;32;BELLEU
COM;02065;32;BELLICOURT
COM;02066;32;BENAY
COM;02067;32;BERGUES SUR SAMBRE
COM;02068;32;BERLANCOURT
COM;02069;32;BERLISE
COM;02070;32;BERNOT
COM;02071;32;BERNY RIVIERE
COM;02072;32;BERRIEUX
COM;02073;32;BERRY AU BAC
COM;02074;32;BERTAUCOURT EPOURDON
COM;02075;32;BERTHENICOURT
COM;02076;32;BERTRICOURT
COM;02078;32;BESME
COM;02079;32;BESMONT
COM;02080;32;BESNY ET LOIZY
COM;02081;32;BETHANCOURT EN VAUX
COM;02082;32;BEUGNEUX
COM;02083;32;BEUVARDES
COM;02084;32;BEZU LE GUERY
COM;02085;32;BEZU SAINT GERMAIN
COM;02086;32;BICHANCOURT
COM;02087;32;BIEUXY
COM;02088;32;BIEVRES
COM;02089;32;BILLY SUR AISNE
COM;02090;32;BILLY SUR OURCQ
COM;02091;32;BLANZY LES FISMES
COM;02093;32;BLERANCOURT
COM;02094;32;BLESMES
COM;02095;32;BOHAIN EN VERMANDOIS
COM;02096;32;BOIS LES PARGNY
COM;02097;32;BONCOURT
COM;02098;32;BONNEIL
COM;02099;32;BONNESVALYN
COM;02100;32;BONY
COM;02101;32;BOSMONT SUR SERRE
COM;02102;32;BOUCONVILLE VAUCLAIR
COM;02103;32;BOUE
COM;02104;32;BOUFFIGNEREUX
COM;02105;32;BOURESCHES
COM;02106;32;BOURG ET COMIN
COM;02107;32;BOURGUIGNON SOUS COUCY
COM;02108;32;BOURGUIGNON SOUS MONTBAVIN
COM;02109;32;BOUTEILLE
COM;02110;32;BRAINE
COM;02111;32;BRANCOURT EN LAONNOIS
COM;02112;32;BRANCOURT LE GRAND
COM;02114;32;BRASLES
COM;02115;32;BRAYE EN LAONNOIS
COM;02116;32;BRAYE EN THIERACHE
COM;02117;32;BRAY SAINT CHRISTOPHE
COM;02118;32;BRAYE
COM;02119;32;BRECY
COM;02120;32;BRENELLE
COM;02121;32;BRENY
COM;02122;32;BRIE
COM;02123;32;BRISSAY CHOIGNY
COM;02124;32;BRISSY HAMEGICOURT
COM;02125;32;BRUMETZ
COM;02126;32;BRUNEHAMEL
COM;02127;32;BRUYERES SUR FERE
COM;02128;32;BRUYERES ET MONTBERAULT
COM;02129;32;BRUYS
COM;02130;32;BUCILLY
COM;02131;32;BUCY LE LONG
COM;02132;32;BUCY LES CERNY
COM;02133;32;BUCY LES PIERREPONT
COM;02134;32;BUIRE
COM;02135;32;BUIRONFOSSE
COM;02136;32;BURELLES
COM;02137;32;BUSSIARES
COM;02138;32;BUZANCY
COM;02139;32;CAILLOUEL CREPIGNY
COM;02140;32;CAMELIN
COM;02141;32;CAPELLE
COM;02142;32;CASTRES
COM;02143;32;CATELET
COM;02144;32;CAULAINCOURT
COM;02145;32;CAUMONT
COM;02146;32;CELLES LES CONDE
COM;02148;32;CELLES SUR AISNE
COM;02149;32;CERIZY
COM;02150;32;CERNY EN LAONNOIS
COM;02151;32;CERNY LES BUCY
COM;02152;32;CERSEUIL
COM;02153;32;CESSIERES SUZY
COM;02154;32;CHACRISE
COM;02155;32;CHAILLEVOIS
COM;02156;32;CHALANDRY
COM;02157;32;CHAMBRY
COM;02158;32;CHAMOUILLE
COM;02159;32;CHAMPS
COM;02160;32;CHAOURSE
COM;02162;32;CHAPELLE SUR CHEZY
COM;02163;32;CHARLY SUR MARNE
COM;02164;32;CHARMEL
COM;02165;32;CHARMES
COM;02166;32;CHARTEVES
COM;02167;32;CHASSEMY
COM;02168;32;CHATEAU THIERRY
COM;02169;32;CHATILLON LES SONS
COM;02170;32;CHATILLON SUR OISE
COM;02171;32;CHAUDARDES
COM;02172;32;CHAUDUN
COM;02173;32;CHAUNY
COM;02174;32;CHAVIGNON
COM;02175;32;CHAVIGNY
COM;02176;32;CHAVONNE
COM;02177;32;CHERET
COM;02178;32;CHERMIZY AILLES
COM;02179;32;CHERY CHARTREUVE
COM;02180;32;CHERY LES POUILLY
COM;02181;32;CHERY LES ROZOY
COM;02182;32;CHEVENNES
COM;02183;32;CHEVREGNY
COM;02184;32;CHEVRESIS MONCEAU
COM;02185;32;CHEZY EN ORXOIS
COM;02186;32;CHEZY SUR MARNE
COM;02187;32;CHIERRY
COM;02188;32;CHIGNY
COM;02189;32;CHIVRES EN LAONNOIS
COM;02190;32;CHIVRES VAL
COM;02191;32;CHIVY LES ETOUVELLES
COM;02192;32;CHOUY
COM;02193;32;CIERGES
COM;02194;32;CILLY
COM;02195;32;CIRY SALSOGNE
COM;02196;32;CLACY ET THIERRET
COM;02197;32;CLAIRFONTAINE
COM;02198;32;CLAMECY
COM;02199;32;CLASTRES
COM;02200;32;CLERMONT LES FERMES
COM;02201;32;COEUVRES ET VALSERY
COM;02203;32;COINCY
COM;02204;32;COINGT
COM;02205;32;COLLIGIS CRANDELAIN
COM;02206;32;COLONFAY
COM;02207;32;COMMENCHON
COM;02208;32;CONCEVREUX
COM;02209;32;CONDE EN BRIE
COM;02210;32;CONDE SUR AISNE
COM;02211;32;CONDE SUR SUIPPE
COM;02212;32;CONDREN
COM;02213;32;CONNIGIS
COM;02214;32;CONTESCOURT
COM;02215;32;CORBENY
COM;02216;32;CORCY
COM;02217;32;COUCY LE CHATEAU AUFFRIQUE
COM;02218;32;COUCY LES EPPES
COM;02219;32;COUCY LA VILLE
COM;02220;32;COULONGES COHAN
COM;02221;32;COUPRU
COM;02222;32;COURBES
COM;02223;32;COURBOIN
COM;02224;32;COURCELLES SUR VESLE
COM;02225;32;COURCHAMPS
COM;02226;32;COURMELLES
COM;02227;32;COURMONT
COM;02228;32;COURTEMONT VARENNES
COM;02229;32;COURTRIZY ET FUSSIGNY
COM;02230;32;COUVRELLES
COM;02231;32;COUVRON ET AUMENCOURT
COM;02232;32;COYOLLES
COM;02233;32;CRAMAILLE
COM;02234;32;CRAONNE
COM;02235;32;CRAONNELLE
COM;02236;32;CRECY AU MONT
COM;02237;32;CRECY SUR SERRE
COM;02238;32;CREPY
COM;02239;32;CREZANCY
COM;02240;32;CROIX FONSOMME
COM;02241;32;CROIX SUR OURCQ
COM;02242;32;CROUTTES SUR MARNE
COM;02243;32;CROUY
COM;02244;32;CRUPILLY
COM;02245;32;CUFFIES
COM;02246;32;CUGNY
COM;02248;32;CUIRIEUX
COM;02249;32;CUIRY HOUSSE
COM;02250;32;CUIRY LES CHAUDARDES
COM;02251;32;CUIRY LES IVIERS
COM;02252;32;CUISSY ET GENY
COM;02253;32;CUISY EN ALMONT
COM;02254;32;CUTRY
COM;02255;32;CYS LA COMMUNE
COM;02256;32;DAGNY LAMBERCY
COM;02257;32;DALLON
COM;02258;32;DAMMARD
COM;02259;32;DAMPLEUX
COM;02260;32;DANIZY
COM;02261;32;DERCY
COM;02262;32;DEUILLET
COM;02263;32;DHUIZEL
COM;02264;32;DIZY LE GROS
COM;02265;32;DOHIS
COM;02266;32;DOLIGNON
COM;02267;32;DOMMIERS
COM;02268;32;DOMPTIN
COM;02269;32;DORENGT
COM;02270;32;DOUCHY
COM;02271;32;DRAVEGNY
COM;02272;32;DROIZY
COM;02273;32;DURY
COM;02274;32;EBOULEAU
COM;02275;32;EFFRY
COM;02276;32;ENGLANCOURT
COM;02277;32;EPAGNY
COM;02278;32;EPARCY
COM;02279;32;EPAUX BEZU
COM;02280;32;EPIEDS
COM;02281;32;EPINE AUX BOIS
COM;02282;32;EPPES
COM;02283;32;ERLON
COM;02284;32;ERLOY
COM;02286;32;ESQUEHERIES
COM;02287;32;ESSIGNY LE GRAND
COM;02288;32;ESSIGNY LE PETIT
COM;02289;32;ESSISES
COM;02290;32;ESSOMES SUR MARNE
COM;02291;32;ESTREES
COM;02292;32;ETAMPES SUR MARNE
COM;02293;32;ETAVES ET BOCQUIAUX
COM;02294;32;ETOUVELLES
COM;02295;32;ETREAUPONT
COM;02296;32;ETREILLERS
COM;02297;32;ETREPILLY
COM;02298;32;ETREUX
COM;02299;32;EVERGNICOURT
COM;02302;32;FAVEROLLES
COM;02303;32;FAYET
COM;02304;32;FERE
COM;02305;32;FERE EN TARDENOIS
COM;02306;32;FERTE CHEVRESIS
COM;02307;32;FERTE MILON
COM;02308;32;FESMY LE SART
COM;02309;32;FESTIEUX
COM;02310;32;FIEULAINE
COM;02312;32;FLAMENGRIE
COM;02313;32;FLAVIGNY LE GRAND ET BEAURAIN
COM;02315;32;FLAVY LE MARTEL
COM;02316;32;FLEURY
COM;02317;32;FLUQUIERES
COM;02318;32;FOLEMBRAY
COM;02319;32;FONSOMME
COM;02320;32;FONTAINE LES CLERCS
COM;02321;32;FONTAINE LES VERVINS
COM;02322;32;FONTAINE NOTRE DAME
COM;02323;32;FONTAINE UTERTE
COM;02324;32;FONTENELLE
COM;02326;32;FONTENOY
COM;02327;32;FORESTE
COM;02328;32;FOSSOY
COM;02329;32;FOURDRAIN
COM;02330;32;FRANCILLY SELENCY
COM;02331;32;FRANQUEVILLE
COM;02332;32;FRESNES EN TARDENOIS
COM;02333;32;FRESNES SOUS COUCY
COM;02334;32;FRESNOY LE GRAND
COM;02335;32;FRESSANCOURT
COM;02336;32;FRIERES FAILLOUEL
COM;02337;32;FROIDESTREES
COM;02338;32;FROIDMONT COHARTILLE
COM;02339;32;GANDELU
COM;02340;32;GAUCHY
COM;02341;32;GERCY
COM;02342;32;GERGNY
COM;02343;32;GERMAINE
COM;02345;32;GIBERCOURT
COM;02346;32;GIZY
COM;02347;32;GLAND
COM;02349;32;GOUDELANCOURT LES BERRIEUX
COM;02350;32;GOUDELANCOURT LES PIERREPONT
COM;02351;32;GOUSSANCOURT
COM;02352;32;GOUY
COM;02353;32;GRANDLUP ET FAY
COM;02354;32;GRANDRIEUX
COM;02355;32;GRICOURT
COM;02356;32;GRISOLLES
COM;02357;32;GRONARD
COM;02358;32;GROUGIS
COM;02359;32;GRUGIES
COM;02360;32;VILLENEUVE SUR AISNE
COM;02361;32;GUISE
COM;02362;32;GUIVRY
COM;02363;32;GUNY
COM;02364;32;GUYENCOURT
COM;02366;32;HANNAPES
COM;02367;32;HAPPENCOURT
COM;02368;32;HARAMONT
COM;02369;32;HARCIGNY
COM;02370;32;HARGICOURT
COM;02371;32;HARLY
COM;02372;32;HARTENNES ET TAUX
COM;02373;32;HARY
COM;02374;32;LEHAUCOURT
COM;02375;32;HAUTEVESNES
COM;02376;32;HAUTEVILLE
COM;02377;32;HAUTION
COM;02378;32;HERIE
COM;02379;32;HERIE LA VIEVILLE
COM;02380;32;HINACOURT
COM;02381;32;HIRSON
COM;02382;32;HOLNON
COM;02383;32;HOMBLIERES
COM;02384;32;HOURY
COM;02385;32;HOUSSET
COM;02386;32;IRON
COM;02387;32;ITANCOURT
COM;02388;32;IVIERS
COM;02389;32;JAULGONNE
COM;02390;32;JEANCOURT
COM;02391;32;JEANTES
COM;02392;32;JONCOURT
COM;02393;32;JOUAIGNES
COM;02395;32;JUMENCOURT
COM;02396;32;JUMIGNY
COM;02397;32;JUSSY
COM;02398;32;JUVIGNY
COM;02399;32;JUVINCOURT ET DAMARY
COM;02400;32;LAFFAUX
COM;02401;32;LAIGNY
COM;02402;32;LANCHY
COM;02403;32;LANDIFAY ET BERTAIGNEMONT
COM;02404;32;LANDOUZY LA COUR
COM;02405;32;LANDOUZY LA VILLE
COM;02406;32;LANDRICOURT
COM;02407;32;LANISCOURT
COM;02408;32;LAON
COM;02409;32;LAPPION
COM;02410;32;LARGNY SUR AUTOMNE
COM;02411;32;LATILLY
COM;02412;32;LAUNOY
COM;02413;32;LAVAL EN LAONNOIS
COM;02414;32;LAVAQUERESSE
